Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume,SMA_14,EMA_14,RSI,MACD,USD_JPY,VIX,Monthly_Return,Price_Change,Target
2010-08-13,86.0739974975586,1.2213330268859863,26.239999771118164,86.0739974975586,1.2213330268859863,26.239999771118164,86.33399963378906,1.2300000190734863,26.260000228881836,85.5790023803711,1.1773329973220825,25.450000762939453,86.06500244140625,1.2120000123977661,26.079999923706055,0.0,9510000.0,0.0,1.3246665767260961,1.2965658409177245,41.3688004836899,-0.046271660454533015,86.0739974975586,26.239999771118164,0.040909082134644725,0.007700506924712154,1
2010-08-16,86.13999938964844,1.2519999742507935,26.100000381469727,86.13999938964844,1.2519999742507935,26.100000381469727,86.1500015258789,1.2533329725265503,28.100000381469727,85.2300033569336,1.2173329591751099,25.3799991607666,86.14099884033203,1.2300000190734863,27.40999984741211,0.0,7287000.0,0.0,1.3162380031176977,1.2906237253621338,44.64036925999125,-0.04570962199633333,86.13999938964844,26.100000381469727,0.02510940643519488,0.017886142143216294,1
2010-08-17,85.30699920654297,1.2766669988632202,24.329999923706055,85.30699920654297,1.2766669988632202,24.329999923706055,85.66799926757812,1.2933330535888672,24.889999389648438,85.12100219726562,1.2519999742507935,23.709999084472656,85.30699920654297,1.2640000581741333,24.719999313354492,0.0,6718500.0,0.0,1.3087618606431144,1.288762828495612,47.19278515543117,-0.04278063124665188,85.30699920654297,24.329999923706055,0.019702096741006425,0.010021313375083619,0
2010-08-18,85.59500122070312,1.2513329982757568,24.59000015258789,85.59500122070312,1.2513329982757568,24.59000015258789,85.67500305175781,1.305999994277954,25.229999542236328,85.19000244140625,1.2400000095367432,23.399999618530273,85.58000183105469,1.305999994277954,24.299999237060547,0.0,9019500.0,0.0,1.3012380003929138,1.2837721844662981,44.902946971848166,-0.042019255278845424,85.59500122070312,24.59000015258789,-0.019843859526424312,-0.041858343217237845,1
2010-08-19,85.44000244140625,1.25266695022583,26.440000534057617,85.44000244140625,1.25266695022583,26.440000534057617,85.9000015258789,1.2833329439163208,26.780000686645508,84.87999725341797,1.222000002861023,24.260000228881836,85.4469985961914,1.2359999418258667,24.479999542236328,0.0,8686500.0,0.0,1.2957618577139718,1.2796248199009024,45.05412385272649,-0.04083747161256546,85.44000244140625,26.440000534057617,0.0010660247527327638,0.01348463526247601,1
2010-08-20,85.34400177001953,1.273332953453064,25.489999771118164,85.34400177001953,1.273332953453064,25.489999771118164,85.80999755859375,1.2740000486373901,27.0,85.19000244140625,1.2339999675750732,25.489999771118164,85.31999969482422,1.2433329820632935,26.729999542236328,0.0,4440000.0,0.0,1.2870951380048479,1.278785904374524,47.45933689337455,-0.037797618378834,85.34400177001953,25.489999771118164,0.016497603950921036,0.024128670133069244,1
2010-08-23,85.55999755859375,1.3420000076293945,25.65999984741211,85.55999755859375,1.3420000076293945,25.65999984741211,85.63300323486328,1.3593330383300781,25.969999313354492,85.08699798583984,1.2666670083999634,24.6200008392334,85.55000305175781,1.2726670503616333,25.969999313354492,0.0,16321500.0,0.0,1.2784284949302673,1.2872144514751735,54.57464037342599,-0.02950751117162964,85.55999755859375,25.65999984741211,0.05392702198597554,0.05447847278521118,0
2010-08-24,85.14099884033203,1.2799999713897705,27.459999084472656,85.14099884033203,1.2799999713897705,27.459999084472656,85.17900085449219,1.3140000104904175,28.770000457763672,83.61900329589844,1.2633329629898071,26.31999969482422,85.1510009765625,1.2833329439163208,27.90999984741211,0.0,10096500.0,0.0,1.2686189923967635,1.2862525207971198,48.2243643789049,-0.02762201683556631,85.14099884033203,27.459999084472656,-0.04619972867894784,-0.0025971222373354875,1
2010-08-25,84.1780014038086,1.3266669511795044,26.700000762939453,84.1780014038086,1.3266669511795044,26.700000762939453,84.6729965209961,1.3320000171661377,28.920000076293945,84.06999969482422,1.237333059310913,26.459999084472656,84.18000030517578,1.2773330211639404,28.299999237060547,0.0,7549500.0,0.0,1.2659999898501806,1.2916411115147712,52.68693626292975,-0.02210727483023245,84.1780014038086,26.700000762939453,0.0364585787756424,0.03862260600654444,0
2010-08-26,84.68399810791016,1.3166669607162476,27.3700008392334,84.68399810791016,1.3166669607162476,27.3700008392334,84.8740005493164,1.3513330221176147,27.549999237060547,84.4000015258789,1.3066669702529907,25.860000610351562,84.66000366210938,1.3259999752044678,26.450000762939453,0.0,6507000.0,0.0,1.2667619160243444,1.2949778914083014,51.659431178078606,-0.0183323932979913,84.68399810791016,27.3700008392334,-0.0075376796372036425,-0.00703847259633702,0
2010-08-27,84.34600067138672,1.3133330345153809,24.450000762939453,84.34600067138672,1.3133330345153809,24.450000762939453,85.12000274658203,1.324666976928711,28.110000610351562,84.26000213623047,1.2999999523162842,24.40999984741211,84.3499984741211,1.3166669607162476,26.5,0.0,5694000.0,0.0,1.2672380634716578,1.2974252438225786,51.30022698223941,-0.015431903095900257,84.34600067138672,24.450000762939453,-0.0025320952832696975,-0.0025320952832697283,1
2010-08-30,85.5009994506836,1.324666976928711,27.209999084472656,85.5009994506836,1.324666976928711,27.209999084472656,85.89199829101562,1.3459999561309814,27.209999084472656,84.5479965209961,1.307332992553711,25.40999984741211,85.49800109863281,1.3133330345153809,25.8799991607666,0.0,10992000.0,0.0,1.2712380630629403,1.3010574749033963,52.50918469301419,-0.012079444960481522,85.5009994506836,27.209999084472656,0.008629907354391841,0.008629907354391871,0
2010-08-31,84.53199768066406,1.2986669540405273,26.049999237060547,84.53199768066406,1.2986669540405273,26.049999237060547,84.6520004272461,1.3193329572677612,27.829999923706055,83.99400329589844,1.2886669635772705,25.93000030517578,84.55799865722656,1.3106670379638672,27.579999923706055,0.0,3016500.0,0.0,1.2787619147981917,1.3007387387883471,49.474964622275046,-0.011389293603749628,84.53199768066406,26.049999237060547,-0.01962759194651742,-0.009155707419011682,1
2010-09-01,84.13999938964844,1.363332986831665,23.889999389648438,84.13999938964844,1.363332986831665,23.889999389648438,84.65899658203125,1.3793330192565918,25.1299991607666,83.73200225830078,1.3066669702529907,23.860000610351562,84.13999938964844,1.3079999685287476,25.1299991607666,0.0,7423500.0,0.0,1.2923333389418465,1.3090846385274562,56.246832444100974,-0.005560240282757922,84.13999938964844,23.889999389648438,0.04979416207515186,0.042303531830476,1
2010-09-02,84.40699768066406,1.4040000438690186,23.190000534057617,84.40699768066406,1.4040000438690186,23.190000534057617,84.55000305175781,1.4160000085830688,24.309999465942383,84.02200317382812,1.3539999723434448,23.149999618530273,84.37000274658203,1.3580000400543213,24.229999542236328,0.0,7306500.0,0.0,1.305380983012063,1.3217400259063312,59.887897839443774,0.002314142114534512,84.40699768066406,23.190000534057617,0.029829144772519856,0.03387334496165201,0
2010-09-03,84.25,1.4033329486846924,21.309999465942383,84.25,1.4033329486846924,21.309999465942383,85.19200134277344,1.4199999570846558,22.780000686645508,84.16999816894531,1.3773330450057983,21.239999771118164,84.2699966430664,1.391332983970642,21.989999771118164,0.0,6519000.0,0.0,1.316190481185913,1.3326190822767794,59.79998550708544,0.008403942472472448,84.25,21.309999465942383,-0.00047513900532925035,0.008624797120675104,0
2010-09-24,84.51000213623047,1.340000033378601,21.709999084472656,84.51000213623047,1.340000033378601,21.709999084472656,85.31999969482422,1.3459999561309814,22.610000610351562,84.12200164794922,1.309999942779541,21.709999084472656,84.52999877929688,1.3300000429153442,22.610000610351562,0.0,8683500.0,0.0,1.3746190752301897,1.3595295899055657,49.765976487692576,0.0038846749221554955,84.51000213623047,21.709999084472656,0.02760737177802386,0.007518789579387513,1
2010-09-27,84.31600189208984,1.3686670064926147,22.540000915527344,84.31600189208984,1.3686670064926147,22.540000915527344,84.37999725341797,1.3873330354690552,22.75,84.12000274658203,1.3366669416427612,21.969999313354492,84.31199645996094,1.3600000143051147,22.579999923706055,0.0,6279000.0,0.0,1.3745715022087097,1.3607479121171724,52.740488691695916,0.004346892162398364,84.31600189208984,22.540000915527344,0.021393262985027306,0.006372788306129803,1
2010-09-28,84.2750015258789,1.4266669750213623,22.600000381469727,84.2750015258789,1.4266669750213623,22.600000381469727,84.3280029296875,1.4326670169830322,24.280000686645508,83.80000305175781,1.3839999437332153,22.399999618530273,84.26000213623047,1.4026670455932617,22.920000076293945,0.0,18217500.0,0.0,1.3769525034087045,1.3695371205043978,58.14102601438978,0.009286269060467145,84.2750015258789,22.600000381469727,0.042376975738883216,0.017110211224752737,1
2010-09-29,83.89199829101562,1.4653329849243164,23.25,83.89199829101562,1.4653329849243164,23.25,84.06600189208984,1.4686670303344727,23.450000762939453,83.50700378417969,1.408666968345642,22.719999313354492,83.88300323486328,1.4126670360565186,23.139999389648438,0.0,29539500.0,0.0,1.3830000758171082,1.3823099024270535,61.31481944468169,0.01613479284397079,83.89199829101562,23.25,0.02710233753211755,0.037281218803558724,0
2010-09-30,83.76599884033203,1.3606669902801514,23.700000762939453,83.76599884033203,1.3606669902801514,23.700000762939453,83.79000091552734,1.476667046546936,24.520000457763672,83.18099975585938,1.3459999561309814,22.389999389648438,83.76000213623047,1.4666670560836792,22.850000381469727,0.0,32937000.0,0.0,1.3841429352760315,1.3794241808074665,50.215658051947564,0.012967149023603186,83.76599884033203,23.700000762939453,-0.07142812979779545,-0.07227275294951474,1
2010-10-01,83.56999969482422,1.3733329772949219,22.5,83.56999969482422,1.3733329772949219,22.5,83.55999755859375,1.3833329677581787,23.670000076293945,83.12999725341797,1.3539999723434448,22.459999084472656,83.55000305175781,1.3793330192565918,22.899999618530273,0.0,8965500.0,0.0,1.3835715055465698,1.3786120203391272,51.363043197757825,0.011347995148156098,83.56999969482422,22.5,0.009308660462294727,-0.004349958913405638,1
2010-10-04,83.33300018310547,1.3993330001831055,23.530000686645508,83.33300018310547,1.3993330001831055,23.530000686645508,83.84600067138672,1.4113329648971558,24.34000015258789,83.16999816894531,1.3533329963684082,23.299999237060547,83.3499984741211,1.3619999885559082,23.6299991607666,0.0,9654000.0,0.0,1.382952434676034,1.3813748176516576,53.72091707879736,0.012024181314904236,83.33300018310547,23.530000686645508,0.018932060409265317,0.027410434611516002,1
2010-10-05,83.50299835205078,1.4079999923706055,21.760000228881836,83.50299835205078,1.4079999923706055,21.760000228881836,83.94200134277344,1.418666958808899,23.079999923706055,83.01300048828125,1.4006669521331787,21.709999084472656,83.50199890136719,1.409999966621399,22.520000457763672,0.0,4980000.0,0.0,1.3788572209221976,1.3849248409475174,54.51255229490589,0.013108313086545476,83.50299835205078,21.760000228881836,0.006193659540913998,-0.0014184214880414057,0
2010-10-06,83.19000244140625,1.3639999628067017,21.489999771118164,83.19000244140625,1.3639999628067017,21.489999771118164,83.2699966430664,1.4173330068588257,22.1299991607666,82.7699966430664,1.3546669483184814,21.459999084472656,83.20999908447266,1.4040000438690186,21.81999969482422,0.0,4701000.0,0.0,1.376571502004351,1.3821348571954086,49.85048050532251,0.010298347722060841,83.19000244140625,21.489999771118164,-0.03125002116642228,-0.028490085336527644,0
2010-10-07,82.96700286865234,1.3619999885559082,21.559999465942383,82.96700286865234,1.3619999885559082,21.559999465942383,83.00700378417969,1.3760000467300415,22.15999984741211,82.18000030517578,1.3559999465942383,21.280000686645508,82.97000122070312,1.3713330030441284,21.309999465942383,0.0,2115000.0,0.0,1.377523856503623,1.3794502080434752,49.64265751843339,0.007819905713104314,82.96700286865234,21.559999465942383,-0.00146625682208823,-0.006805797328221879,0
2010-10-08,82.37999725341797,1.3619999885559082,20.709999084472656,82.37999725341797,1.3619999885559082,20.709999084472656,82.5510025024414,1.3860000371932983,21.639999389648438,81.7509994506836,1.3593330383300781,20.290000915527344,82.37899780273438,1.3619999885559082,21.579999923706055,0.0,4017000.0,0.0,1.3745238525526864,1.3771235121117995,49.64265751843338,0.0057889906837154115,82.37999725341797,20.709999084472656,0.0,0.0,0
2010-10-11,81.81999969482422,1.3493330478668213,18.959999084472656,81.81999969482422,1.3493330478668213,18.959999084472656,82.12200164794922,1.3799999952316284,19.510000228881836,81.7750015258789,1.3380000591278076,18.799999237060547,81.802001953125,1.3626669645309448,19.329999923706055,0.0,2568000.0,0.0,1.3719999960490636,1.3734181168791357,48.16764288998632,0.003121378332971325,81.81999969482422,18.959999084472656,-0.009300250216974892,-0.00978516175352744,0
2010-10-12,82.08899688720703,1.3493330478668213,18.93000030517578,82.08899688720703,1.3493330478668213,18.93000030517578,82.32599639892578,1.3519999980926514,20.100000381469727,81.68099975585938,1.335332989692688,18.549999237060547,82.08699798583984,1.3466670513153076,20.0,0.0,3660000.0,0.0,1.3737618582589286,1.3702067743441606,48.16764288998632,0.000995797393408493,82.08899688720703,18.93000030517578,0.0,0.0019796998440778347,1
2010-10-13,81.77999877929688,1.369333028793335,19.06999969482422,81.77999877929688,1.369333028793335,19.06999969482422,81.99600219726562,1.3899999856948853,19.15999984741211,81.70999908447266,1.3573329448699951,17.899999618530273,81.7979965209961,1.3760000467300415,17.920000076293945,0.0,4773000.0,0.0,1.3784285017422266,1.370090274937384,50.84225302501788,0.0009145481569099445,81.77999877929688,19.06999969482422,0.014822123387648434,-0.004845216359221934,1
2010-10-14,81.7979965209961,1.3833329677581787,19.8799991607666,81.7979965209961,1.3833329677581787,19.8799991607666,81.83499908447266,1.4019999504089355,21.020000457763672,80.86000061035156,1.3600000143051147,19.399999618530273,81.80599975585938,1.399999976158142,19.59000015258789,0.0,4422000.0,0.0,1.381523711340768,1.37185596731349,52.68285263323765,0.0019572733943769016,81.7979965209961,19.8799991607666,0.01022391096282882,-0.01190500620271489,0
2010-10-15,81.47000122070312,1.369333028793335,19.030000686645508,81.47000122070312,1.369333028793335,19.030000686645508,81.61000061035156,1.3933329582214355,21.59000015258789,80.93699645996094,1.350000023841858,19.020000457763672,81.48699951171875,1.3926670551300049,20.200000762939453,0.0,4270500.0,0.0,1.381571284362248,1.3715195755108027,50.64086478987497,0.0016351140089361227,81.47000122070312,19.030000686645508,-0.01012044048045202,-0.016754920891333715,0
2010-10-18,81.37799835205078,1.348667025566101,19.09000015258789,81.37799835205078,1.348667025566101,19.09000015258789,81.38999938964844,1.3760000467300415,20.709999084472656,81.12000274658203,1.3480000495910645,18.8799991607666,81.37000274658203,1.3680000305175781,20.43000030517578,0.0,2442000.0,0.0,1.375999859401158,1.3684725688515091,47.70164374832231,-0.0002844939038688654,81.37799835205078,19.09000015258789,-0.015092021292617885,-0.014132313245755174,0
2010-10-19,81.197998046875,1.3366669416427612,20.6299991607666,81.197998046875,1.3366669416427612,20.6299991607666,81.90599822998047,1.3606669902801514,21.350000381469727,81.13999938964844,1.3333330154418945,19.329999923706055,81.20999908447266,1.3466670513153076,20.700000762939453,0.0,3678000.0,0.0,1.3668094277381897,1.3642318185570095,46.03096225401462,-0.0027424897735537357,81.197998046875,20.6299991607666,-0.008897736576826909,-0.007425821893228283,1
2010-10-20,81.54199981689453,1.3766670227050781,19.790000915527344,81.54199981689453,1.3766670227050781,19.790000915527344,81.58399963378906,1.3793330192565918,21.200000762939453,80.88300323486328,1.3359999656677246,19.670000076293945,81.54000091552734,1.343999981880188,21.200000762939453,0.0,4687500.0,0.0,1.367952287197113,1.365889845776752,52.05841700754006,-0.0014461269112295838,81.54199981689453,19.790000915527344,0.029925241521389756,0.024305834274782206,1
2010-10-21,81.05500030517578,1.3833329677581787,19.270000457763672,81.05500030517578,1.3833329677581787,19.270000457763672,81.77100372314453,1.3966670036315918,20.530000686645508,80.93000030517578,1.363332986831665,18.93000030517578,81.05999755859375,1.3739999532699585,19.700000762939453,0.0,6256500.0,0.0,1.3686665722302027,1.3682155953742756,53.00045512941662,0.00011777837729143315,81.05500030517578,19.270000457763672,0.004842089585324949,0.006792587194787552,0
2010-10-22,81.30000305175781,1.3813329935073853,18.780000686645508,81.30000305175781,1.3813329935073853,18.780000686645508,81.49299621582031,1.3953330516815186,19.360000610351562,81.00599670410156,1.3700000047683716,18.760000228881836,81.30799865722656,1.3786669969558716,19.360000610351562,0.0,2416500.0,0.0,1.3673808574676514,1.3699645817920236,52.66607962271361,0.0011821759892909345,81.30000305175781,18.780000686645508,-0.0014457649007199036,0.0019337494532038943,1
2010-10-25,81.30899810791016,1.3899999856948853,19.850000381469727,81.30899810791016,1.3899999856948853,19.850000381469727,81.33999633789062,1.3986669778823853,19.8799991607666,80.45600128173828,1.3819999694824219,18.860000610351562,81.31999969482422,1.3960000276565552,19.219999313354492,0.0,1777500.0,0.0,1.3660951427051,1.372635968979072,54.01987700896436,0.0026940176434013807,81.30899810791016,19.850000381469727,0.006274368474681324,-0.004298024242694396,1
2010-10-26,80.82499694824219,1.4240000247955322,20.219999313354492,80.82499694824219,1.4240000247955322,20.219999313354492,81.40899658203125,1.4579999446868896,21.010000228881836,80.5999984741211,1.3673330545425415,20.219999313354492,80.80799865722656,1.386667013168335,20.520000457763672,0.0,9913500.0,0.0,1.3703808614185877,1.3794845097546,58.97674147275727,0.006560061743472234,80.82499694824219,20.219999313354492,0.02446046003637159,0.026922838195953546,0
2010-10-27,81.33699798583984,1.399999976158142,20.709999084472656,81.33699798583984,1.399999976158142,20.709999084472656,81.97200012207031,1.425333023071289,22.3700008392334,81.30999755859375,1.3766670227050781,20.690000534057617,81.31999969482422,1.4166669845581055,21.110000610351562,0.0,5347500.0,0.0,1.3730951462473189,1.3822199052750723,54.50962288609362,0.007599721340904253,81.33699798583984,20.709999084472656,-0.01685396644626902,-0.011764944465874063,1
2010-10-28,81.67900085449219,1.4126670360565186,20.8799991607666,81.67900085449219,1.4126670360565186,20.8799991607666,81.7300033569336,1.4333330392837524,21.40999984741211,80.83999633789062,1.397333025932312,20.18000030517578,81.67500305175781,1.4259999990463257,20.280000686645508,0.0,3363000.0,0.0,1.376714221068791,1.3862795227125986,56.387246757053084,0.009338140660233973,81.67900085449219,20.8799991607666,0.009047900081496474,-0.009349903926173837,1
2010-10-29,81.67900085449219,1.4559999704360962,21.200000762939453,81.67900085449219,1.4559999704360962,21.200000762939453,81.7300033569336,1.4566669464111328,21.399999618530273,80.44999694824219,1.4033329486846924,20.860000610351562,81.67500305175781,1.4093329906463623,21.200000762939453,0.0,4209000.0,0.0,1.3843332869665963,1.395575582409065,62.1436908233293,0.014050490839159657,81.67900085449219,21.200000762939453,0.030674556193044822,0.03311281301116141,0
2010-11-01,80.40599822998047,1.4273329973220825,21.829999923706055,80.40599822998047,1.4273329973220825,21.829999923706055,81.11100006103516,1.5166670083999634,22.540000915527344,80.31999969482422,1.420667052268982,20.920000076293945,80.572998046875,1.4626669883728027,21.649999618530273,0.0,6837000.0,0.0,1.3899047119276864,1.3998099043974674,56.80229130516721,0.015295559467807918,80.40599822998047,21.829999923706055,-0.019688855560503482,-0.024157235605644454,0
2010-11-02,80.55899810791016,1.4166669845581055,21.56999969482422,80.55899810791016,1.4166669845581055,21.56999969482422,80.93699645996094,1.4586670398712158,21.81999969482422,80.4800033569336,1.4033329486846924,21.219999313354492,80.51000213623047,1.4453330039978027,21.34000015258789,0.0,4837500.0,0.0,1.3932857087680273,1.4020575150855525,54.91115201260363,0.015245882196057714,80.55899810791016,21.56999969482422,-0.007472687021170432,-0.019833505054134115,1
2010-11-03,80.66799926757812,1.4513330459594727,19.559999465942383,80.66799926757812,1.4513330459594727,19.559999465942383,81.46700286865234,1.5,22.020000457763672,80.58999633789062,1.4106669425964355,19.540000915527344,80.65599822998047,1.418666958808899,21.65999984741211,0.0,5589000.0,0.0,1.3981428572109766,1.4086275858687418,59.61705274059457,0.017798602824897536,80.66799926757812,19.559999465942383,0.024470155498245383,0.023025902554324594,1
2010-11-04,81.05000305175781,1.659999966621399,18.520000457763672,81.05000305175781,1.659999966621399,18.520000457763672,81.19999694824219,1.6886670589447021,18.799999237060547,80.58799743652344,1.476667046546936,17.969999313354492,81.05799865722656,1.5066670179367065,18.030000686645508,0.0,28110000.0,0.0,1.4189047813415527,1.4421439033024295,75.91323528976078,0.03624155877978419,81.05000305175781,18.520000457763672,0.14377604178645087,0.10176963247969216,0
2010-11-05,80.7760009765625,1.6293330192565918,18.260000228881836,80.7760009765625,1.6293330192565918,18.260000228881836,81.43000030517578,1.664667010307312,18.440000534057617,80.61900329589844,1.581333041191101,17.920000076293945,80.7699966430664,1.6579999923706055,18.06999969482422,0.0,15165000.0,0.0,1.438952352319445,1.4671024520963178,71.35581714449154,0.047831792757733194,80.7760009765625,18.260000228881836,-0.01847406504906357,-0.017290092428182514,1
2010-11-08,81.13999938964844,1.6653330326080322,18.290000915527344,81.13999938964844,1.6653330326080322,18.290000915527344,81.38999938964844,1.6666669845581055,19.350000381469727,81.00199890136719,1.6019999980926514,18.209999084472656,81.16899871826172,1.6333329677581787,19.329999923706055,0.0,7642500.0,0.0,1.4624285016741072,1.4935331961645464,73.37643584864624,0.05923916468578283,81.13999938964844,18.290000915527344,0.022094938803772557,0.019591880823770436,0
